2457752.40244  -84.177    6.110
2457755.38269  -96.972    6.224
2457761.47294  -97.095    6.037
2457788.49882  -55.159    9.118
2457815.46603  -11.274    6.220
2457823.56598  -16.769    6.741
2457833.40043    0.050    7.803
2457848.36220    9.772    6.257
2457852.39119   38.630    9.538
2457856.41301   10.636    5.192
2457866.35710   23.328    6.928
2457875.38859   34.072    6.745
2457876.37159   33.031    5.995
2457880.37466   36.067    6.721
2457882.35993   40.058    6.729
2457884.45566   33.141   18.475
2457886.38863   59.700   17.320
2457888.38112   54.394    5.860
2457890.41954   59.971   15.396
2457892.37036   43.535    8.709
2457894.40039   53.972    6.965
2457896.39061   47.369    7.241
2457898.35674   46.685   10.019
2457905.40238   61.268   10.862
2457914.38501   53.301   12.756
2458031.70303   16.923    7.404
2458053.66211   32.356    7.233
2458073.72184   25.671    8.057
2458078.71305   39.569    4.746
2458084.69213   35.389    5.736
2458088.68649   43.308   17.034
2458091.67087   39.828    6.554
2458093.64476   48.525    5.218
2458095.67244   40.940    5.156
2458097.66051   48.420    7.138
2458105.61575   39.209    4.926
2458108.63400   51.732    6.144
2458109.63047   73.853   12.584
2458111.74635   39.844    9.674
2458117.59933   40.372    5.427
2458118.60029   38.084    6.680
2458119.67179   44.518    6.736
2458120.53203   49.721    6.759
2458121.53055   40.667    4.894
2458122.62303   40.945    4.901
2458127.71784   14.505   20.013
2458130.63898    7.006   10.763
2458131.58482   39.059    4.966
2458132.72282   42.917   11.961
2458135.57673   22.135    5.250
2458136.48699   23.516    4.605
2458138.52356   15.962    7.784
2458139.52963    8.351    4.185
2458140.49433    8.261    6.141
2458141.53978    2.945    5.134
2458142.61907  -10.622    6.428
2458143.41084  -12.707    5.385
2458149.53601  -41.579    5.880
2458164.38863  -92.632    7.956
2458166.47488  -93.186    6.812
2458167.47387  -95.744    7.390
2458169.59212  -93.885    8.752
2458170.67557  -75.449    8.735
2458171.45480  -86.066   10.539
2458172.45141  -66.775   15.963
2458174.44479  -93.061   16.537
2458175.43965  -97.141    5.759
2458182.43665  -72.108   14.509
2458186.57618  -54.780   14.198
2458199.38006  -60.343    9.534
2458200.37680  -56.903    6.070
2458205.37058  -19.674    5.780
2458206.36750  -24.353    6.969
2458207.35678  -35.284    7.321
2458209.38621  -38.943    5.312
2458211.39132  -34.860    9.297
2458212.37040  -27.692    7.122
2458213.39381  -24.586    8.957
2458215.36086  -20.701    5.335
2458216.34000  -23.413   13.173
2458225.38834   -0.089   10.721
2458229.43461  -16.314    9.749
2458236.45139    4.440    8.759
2458237.35065   -7.297   16.192
2458243.37488    7.120   13.396
2458245.43861   14.895    7.824
2458246.44582   14.186    8.108
2458249.49231   26.882    7.483
2458251.36795    2.139   10.473
2458260.40669   22.486    6.709
2458261.38424   26.964    6.138
2458263.41444   16.655   13.371
2458264.40489   32.818    6.672
2458265.42204   35.064    9.871
2458266.40602   31.300    8.934
2458270.36650   38.230    8.183
2458271.38892   48.827    9.468
2458277.39021   34.354    9.002
2458359.67760  -85.534    8.836
2458360.68802  -91.958   21.675
2458361.67231  -75.500    6.481
2458362.67960  -90.806    6.799
2458365.66589  -91.339    8.876
2458366.68739  -86.728    8.070
2458367.68214  -77.825    7.570
2458368.64520 -113.765   16.985
2458370.69111  -90.807    9.302
2458371.69863  -79.877    6.931
2458375.70125  -87.819    6.693
2458379.69391  -63.481    5.477
2458380.69643  -44.183    9.567
2458381.69782  -60.107    5.535
2458382.68515  -61.635    5.533
2458385.69554  -52.614    6.193
2458390.69294  -49.069    4.262
2458393.65893  -40.723    6.368
2458398.69841  -18.422   14.328
2458405.67290   -6.998   12.560
2458413.67993   -4.979    6.481
2458424.71092    3.525    9.738
2458426.68633    8.880    7.772
2458429.69071   15.824    8.763
2458431.72994   18.530   21.589
2458433.71998   16.339    7.097
2458474.63165   54.200    6.802
2458485.60781   53.833    6.415
2458492.57260   54.728    5.641
2458499.57117   62.261    5.725
2458510.64644   71.859    6.998
2458518.61839   73.241   11.501
2458524.60679   65.909    5.949
2458529.44886   73.490    4.328
2458534.49791   58.066    5.229
2458539.51506   50.283    5.538
2458544.60243   41.361    8.456
2458553.50306   -5.539    5.602
2458558.37143   -3.663   11.187
2458560.36608  -50.320    7.148
2458568.54790  -92.048   13.367
2458570.53366  -80.552   10.882
2458576.59002  -71.481    8.697
2458587.38677  -58.616    6.272
2458616.41711  -13.115    6.213
